3709,3007,1,0,1
3710,3007,2,7,1
3711,3007,3,7,1
3712,3008,1,0,1
3713,3008,2,1,0
3714,3008,3,3,0
3715,3008,4,7,1
3719,3012,1,0,1
3720,3012,2,15,1
3726,3018,1,0,1
3727,3018,2,13,1
3739,3030,1,0,1
3740,3030,2,12,1
3741,3030,3,12,1
3742,3031,1,0,1
3743,3031,2,17,1
3764,3052,1,0,1
3765,3052,2,14,1
3774,3061,1,0,1
3775,3061,2,13,1
3783,3069,1,0,1
3784,3069,2,1,0
3785,3070,1,0,1
3786,3070,2,6,1
3787,3071,1,0,1
3788,3071,2,6,1
3789,3072,1,0,1
3790,3072,2,10,1
3791,3073,1,0,1
3792,3073,2,4,0
3808,3089,1,0,1
3809,3089,2,8,1
3819,3099,1,0,1
3820,3099,2,5,1
3825,3104,1,0,1
3826,3104,2,6,1
3827,3105,1,0,1
3828,3105,2,1,0
3829,3106,1,0,1
3830,3106,2,1,0
3831,3106,3,4,1
3832,3107,1,0,1
3833,3107,2,7,1
3835,3109,1,0,1
3836,3109,2,6,1
3838,3111,1,0,1
3839,3111,2,2,0
3840,3111,3,1,0
3841,3111,4,7,1
3843,3113,1,0,1
3844,3113,2,5,1
3845,3114,1,0,1
3846,3114,2,3,0
3847,3114,3,7,1
3860,3127,1,0,1
3861,3127,2,2,0
3867,3133,1,0,1
3868,3133,2,1,0
3871,3136,1,0,1
3872,3136,2,5,1
3885,3149,1,0,1
3886,3149,2,5,1
3887,3149,3,1,0
3898,3160,1,0,1
3899,3160,2,7,1
3900,3161,1,0,1
3901,3161,2,5,1
3904,3164,1,0,1
3905,3164,2,7,1
3906,3165,1,0,1
3907,3165,2,1,0
3909,3167,1,0,1
3910,3167,2,7,1
3912,3169,1,0,1
3913,3169,2,7,1
3940,3196,1,0,1
3941,3196,2,2,0
